web;title;library;url;size
"МБДОУ Кожильский д/с ""Колосок""";справка.docx;Предписания и отчеты;/blz/blz_ds_koj/DocLib12/справка.docx;0,045158793
"МБДОУ Кожильский д/с ""Колосок""";Сведения о движении не финансовых активов учреждения.zip;Отчеты о ФХД;/blz/blz_ds_koj/DocLib11/Сведения о движении не финансовых активов учреждения.zip;0,043858635
"МБДОУ Кожильский д/с ""Колосок""";Отчет об использовании закрепленного гос. имущества.xls;Отчеты о ФХД;/blz/blz_ds_koj/DocLib11/Отчет об использовании закрепленного гос. имущества.xls;0,040433925
"МБДОУ Кожильский д/с ""Колосок""";приказ о сайте.tif;Общие документы;/blz/blz_ds_koj/commondocs/Об официальном сайте/приказ о сайте.tif;0,03872157
"МБДОУ Кожильский д/с ""Колосок""";администрация.doc;контакты1;/blz/blz_ds_koj/1/администрация.doc;0,037475345
"МБДОУ Кожильский д/с ""Колосок""";Структура МБДОУ Кожильского.doc;Общие документы;/blz/blz_ds_koj/commondocs/Структура МБДОУ Кожильского.doc;0,033530572
"МБДОУ Кожильский д/с ""Колосок""";публичный доклад 2015-2016уч.год.docx;Публичные доклады;/blz/blz_ds_koj/publ_doc/публичный доклад 2015-2016уч.год.docx;0,031899116
"МБДОУ Кожильский д/с ""Колосок""";v4.master;Коллекция главных страниц;/blz/blz_ds_koj/_catalogs/masterpage/v4.master;0,030801205
"МБДОУ Кожильский д/с ""Колосок""";договор об образовании по образовательным программам дошкольного образования.docx;Локальные нормативные акты;/blz/blz_ds_koj/DocLib13/договор об образовании по образовательным программам дошкольного образования.docx;0,030454496
"МБДОУ Кожильский д/с ""Колосок""";Родительское собрание.doc;pages;/blz/blz_ds_koj/pages/Родительское собрание.doc;0,029092702
"МБДОУ Кожильский д/с ""Колосок""";default.master;Коллекция главных страниц;/blz/blz_ds_koj/_catalogs/masterpage/default.master;0,028340537
"МБДОУ Кожильский д/с ""Колосок""";Об учредителе образовательной организации.doc;Общие документы;/blz/blz_ds_koj/commondocs/Об учредителе образовательной организации.doc;0,027613412
"МБДОУ Кожильский д/с ""Колосок""";о месте нахождения.doc;контакты1;/blz/blz_ds_koj/1/о месте нахождения.doc;0,027613412
"МБДОУ Кожильский д/с ""Колосок""";предписания.doc;Общие документы;/blz/blz_ds_koj/commondocs/предписания и отчеты/предписания.doc;0,027120316
"МБДОУ Кожильский д/с ""Колосок""";Муниципальное бюджетное дошкольное образовательное учреждение платные слуги не предоставляет.doc;Платные услуги;/blz/blz_ds_koj/DocLib1/Муниципальное бюджетное дошкольное образовательное учреждение платные слуги не предоставляет.doc;0,027120316
"МБДОУ Кожильский д/с ""Колосок""";График работы МБДОУ Кожильский д.doc;контакты1;/blz/blz_ds_koj/1/График работы МБДОУ Кожильский д.doc;0,027120316
"МБДОУ Кожильский д/с ""Колосок""";о структурных подразделениях.doc;контакты1;/blz/blz_ds_koj/1/о структурных подразделениях.doc;0,027120316
"МБДОУ Кожильский д/с ""Колосок""";Режим работы МБДОУ Кожильский д.doc;контакты1;/blz/blz_ds_koj/1/Режим работы МБДОУ Кожильский д.doc;0,027120316
"МБДОУ Кожильский д/с ""Колосок""";Сведения о наличии учебных кабинетов.docx;pages;/blz/blz_ds_koj/pages/Сведения о наличии учебных кабинетов.docx;0,024214705
"МБДОУ Кожильский д/с ""Колосок""";МТО и оснащённость образовательного процесса.docx;pages;/blz/blz_ds_koj/pages/МТО и оснащённость образовательного процесса.docx;0,024214705
"МБДОУ Кожильский д/с ""Колосок""";структура управления.docx;Структура и органы управления образовательной организацией;/blz/blz_ds_koj/DocLib7/структура управления.docx;0,023517436
"МБДОУ Кожильский д/с ""Колосок""";Коллекция электронных образовательных ресурсов.docx;МТО образовательной деятельности;/blz/blz_ds_koj/DocLib3/Коллекция электронных образовательных ресурсов.docx;0,022589027
"МБДОУ Кожильский д/с ""Колосок""";Персональный состав педагогических работников на 2016-2017 уч.год.docx;педагогический коллектив;/blz/blz_ds_koj/DocLib5/Персональный состав педагогических работников на 2016-2017 уч.год.docx;0,022459011
"МБДОУ Кожильский д/с ""Колосок""";График приема документов .docx;Информация о приеме в детский сад;/blz/blz_ds_koj/DocLib14/График приема документов .docx;0,020555003
"МБДОУ Кожильский д/с ""Колосок""";Пояснительная записка ООП.docx;Образовательные программы и учебные планы;/blz/blz_ds_koj/DocLib2/Пояснительная записка ООП.docx;0,018722263
"МБДОУ Кожильский д/с ""Колосок""";структура образовательной организации МБДОУ Кожильский детский сад.docx;Структура и органы управления образовательной организацией;/blz/blz_ds_koj/DocLib7/структура образовательной организации МБДОУ Кожильский детский сад.docx;0,017743775
"МБДОУ Кожильский д/с ""Колосок""";методические разработки-.docx;Образовательные программы и учебные планы;/blz/blz_ds_koj/DocLib2/методические разработки-.docx;0,017544417
"МБДОУ Кожильский д/с ""Колосок""";форма заявления.docx;Информация о приеме в детский сад;/blz/blz_ds_koj/DocLib14/форма заявления.docx;0,017431737
"МБДОУ Кожильский д/с ""Колосок""";Сведения об Учредителе образовательного учреждения.docx;Основные сведения;/blz/blz_ds_koj/DocLib6/Сведения об Учредителе образовательного учреждения.docx;0,017411512
"МБДОУ Кожильский д/с ""Колосок""";сведения о стипендиях.docx;Стипендии и иные виды материальной  поддержки;/blz/blz_ds_koj/DocLib9/сведения о стипендиях.docx;0,017025317
"МБДОУ Кожильский д/с ""Колосок""";Открытое занятие с детьми раннего возраста.docx;;/blz/blz_ds_koj/Lists/News/Attachments/31/Открытое занятие с детьми раннего возраста.docx;0,016904933
"МБДОУ Кожильский д/с ""Колосок""";График.docx;pages;/blz/blz_ds_koj/pages/График.docx;0,015934148
"МБДОУ Кожильский д/с ""Колосок""";формы, периодичность и порядок текущего контроля успеваемости и промежуточной аттестации.docx;Локальные нормативные акты;/blz/blz_ds_koj/DocLib13/формы, периодичность и порядок текущего контроля успеваемости и промежуточной аттестации.docx;0,0156876
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Элементы интерфейса ОУ;/blz/blz_ds_koj/DocLib/Forms/Upload.aspx;0,015329335
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Финансово-хозяйственная деятельность;/blz/blz_ds_koj/fin/Forms/Upload.aspx;0,015329335
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;pages;/blz/blz_ds_koj/pages/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Основные сведения;/blz/blz_ds_koj/DocLib6/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Страницы администратора;/blz/blz_ds_koj/adminpages/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Государственные и муниципальные услуги;/blz/blz_ds_koj/DocLib4/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Стипендии и иные виды материальной  поддержки;/blz/blz_ds_koj/DocLib9/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Общие документы;/blz/blz_ds_koj/commondocs/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Платные услуги;/blz/blz_ds_koj/DocLib1/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Копии документов;/blz/blz_ds_koj/DocLib15/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Информация о приеме в детский сад;/blz/blz_ds_koj/DocLib14/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;temp;/blz/blz_ds_koj/temp/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;контакты1;/blz/blz_ds_koj/1/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Образовательные стандарты;/blz/blz_ds_koj/DocLib8/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Образовательные программы и учебные планы;/blz/blz_ds_koj/DocLib2/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Локальные нормативные акты;/blz/blz_ds_koj/DocLib13/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Отчеты;/blz/blz_ds_koj/reports/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Дневник;/blz/blz_ds_koj/Lists/journal/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Вакантные места для приема (перевода);/blz/blz_ds_koj/DocLib10/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Предписания и отчеты;/blz/blz_ds_koj/DocLib12/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Отчеты о ФХД;/blz/blz_ds_koj/DocLib11/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;педагогический коллектив;/blz/blz_ds_koj/DocLib5/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Структура и органы управления образовательной организацией;/blz/blz_ds_koj/DocLib7/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;образовательные программы учебных дисциплин;/blz/blz_ds_koj/DocLib16/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;МТО образовательной деятельности;/blz/blz_ds_koj/DocLib3/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Публичные доклады;/blz/blz_ds_koj/publ_doc/Forms/Upload.aspx;0,014940251
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;pages;/blz/blz_ds_koj/pages/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Основные сведения;/blz/blz_ds_koj/DocLib6/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Страницы администратора;/blz/blz_ds_koj/adminpages/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Государственные и муниципальные услуги;/blz/blz_ds_koj/DocLib4/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Стипендии и иные виды материальной  поддержки;/blz/blz_ds_koj/DocLib9/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Общие документы;/blz/blz_ds_koj/commondocs/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Платные услуги;/blz/blz_ds_koj/DocLib1/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Копии документов;/blz/blz_ds_koj/DocLib15/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Информация о приеме в детский сад;/blz/blz_ds_koj/DocLib14/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;temp;/blz/blz_ds_koj/temp/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;контакты1;/blz/blz_ds_koj/1/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Образовательные стандарты;/blz/blz_ds_koj/DocLib8/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Образовательные программы и учебные планы;/blz/blz_ds_koj/DocLib2/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Локальные нормативные акты;/blz/blz_ds_koj/DocLib13/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Отчеты;/blz/blz_ds_koj/reports/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Дневник;/blz/blz_ds_koj/Lists/journal/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Вакантные места для приема (перевода);/blz/blz_ds_koj/DocLib10/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Предписания и отчеты;/blz/blz_ds_koj/DocLib12/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Отчеты о ФХД;/blz/blz_ds_koj/DocLib11/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;педагогический коллектив;/blz/blz_ds_koj/DocLib5/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Структура и органы управления образовательной организацией;/blz/blz_ds_koj/DocLib7/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;образовательные программы учебных дисциплин;/blz/blz_ds_koj/DocLib16/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;МТО образовательной деятельности;/blz/blz_ds_koj/DocLib3/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";template.dotx;Публичные доклады;/blz/blz_ds_koj/publ_doc/Forms/template.dotx;0,014761118
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Элементы интерфейса ОУ;/blz/blz_ds_koj/DocLib/Forms/DispForm.aspx;0,013494668
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Финансово-хозяйственная деятельность;/blz/blz_ds_koj/fin/Forms/DispForm.aspx;0,013494668
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Элементы интерфейса ОУ;/blz/blz_ds_koj/DocLib/Forms/EditForm.aspx;0,013139292
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Финансово-хозяйственная деятельность;/blz/blz_ds_koj/fin/Forms/EditForm.aspx;0,013139292
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;pages;/blz/blz_ds_koj/pages/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;pages;/blz/blz_ds_koj/pages/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Основные сведения;/blz/blz_ds_koj/DocLib6/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Основные сведения;/blz/blz_ds_koj/DocLib6/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Страницы администратора;/blz/blz_ds_koj/adminpages/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Страницы администратора;/blz/blz_ds_koj/adminpages/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Государственные и муниципальные услуги;/blz/blz_ds_koj/DocLib4/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Государственные и муниципальные услуги;/blz/blz_ds_koj/DocLib4/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Стипендии и иные виды материальной  поддержки;/blz/blz_ds_koj/DocLib9/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Стипендии и иные виды материальной  поддержки;/blz/blz_ds_koj/DocLib9/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Общие документы;/blz/blz_ds_koj/commondocs/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Общие документы;/blz/blz_ds_koj/commondocs/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Платные услуги;/blz/blz_ds_koj/DocLib1/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Платные услуги;/blz/blz_ds_koj/DocLib1/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Копии документов;/blz/blz_ds_koj/DocLib15/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Копии документов;/blz/blz_ds_koj/DocLib15/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;;/blz/blz_ds_koj/url3/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;;/blz/blz_ds_koj/url3/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";NewForm.aspx;;/blz/blz_ds_koj/url3/NewForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Информация о приеме в детский сад;/blz/blz_ds_koj/DocLib14/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Информация о приеме в детский сад;/blz/blz_ds_koj/DocLib14/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;temp;/blz/blz_ds_koj/temp/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;temp;/blz/blz_ds_koj/temp/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;контакты1;/blz/blz_ds_koj/1/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;контакты1;/blz/blz_ds_koj/1/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Образовательные стандарты;/blz/blz_ds_koj/DocLib8/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Образовательные стандарты;/blz/blz_ds_koj/DocLib8/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Образовательные программы и учебные планы;/blz/blz_ds_koj/DocLib2/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Образовательные программы и учебные планы;/blz/blz_ds_koj/DocLib2/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Локальные нормативные акты;/blz/blz_ds_koj/DocLib13/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Локальные нормативные акты;/blz/blz_ds_koj/DocLib13/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Отчеты;/blz/blz_ds_koj/reports/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Отчеты;/blz/blz_ds_koj/reports/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;;/blz/blz_ds_koj/Lists/List/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;;/blz/blz_ds_koj/Lists/List/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";NewForm.aspx;;/blz/blz_ds_koj/Lists/List/NewForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";NewForm.aspx;;/blz/blz_ds_koj/Lists/eor/NewForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;;/blz/blz_ds_koj/Lists/eor/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;;/blz/blz_ds_koj/Lists/eor/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;;/blz/blz_ds_koj/Lists/rates/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";NewForm.aspx;;/blz/blz_ds_koj/Lists/rates/NewForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;;/blz/blz_ds_koj/Lists/rates/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;;/blz/blz_ds_koj/Lists/News/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";NewForm.aspx;;/blz/blz_ds_koj/Lists/News/NewForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;;/blz/blz_ds_koj/Lists/News/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";NewForm.aspx;;/blz/blz_ds_koj/Lists/contacts/NewForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;;/blz/blz_ds_koj/Lists/contacts/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;;/blz/blz_ds_koj/Lists/contacts/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Дневник;/blz/blz_ds_koj/Lists/journal/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Дневник;/blz/blz_ds_koj/Lists/journal/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;;/blz/blz_ds_koj/Lists/List1/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";NewForm.aspx;;/blz/blz_ds_koj/Lists/List1/NewForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;;/blz/blz_ds_koj/Lists/List1/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;;/blz/blz_ds_koj/Lists/requests/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;;/blz/blz_ds_koj/Lists/requests/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";NewForm.aspx;;/blz/blz_ds_koj/Lists/requests/NewForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";NewForm.aspx;;/blz/blz_ds_koj/Lists/mto/NewForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;;/blz/blz_ds_koj/Lists/mto/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;;/blz/blz_ds_koj/Lists/mto/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;;/blz/blz_ds_koj/Lists/osn_edu/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;;/blz/blz_ds_koj/Lists/osn_edu/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";NewForm.aspx;;/blz/blz_ds_koj/Lists/osn_edu/NewForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;;/blz/blz_ds_koj/Lists/about/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;;/blz/blz_ds_koj/Lists/about/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";NewForm.aspx;;/blz/blz_ds_koj/Lists/about/NewForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;;/blz/blz_ds_koj/Lists/dnevnik/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";NewForm.aspx;;/blz/blz_ds_koj/Lists/dnevnik/NewForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;;/blz/blz_ds_koj/Lists/dnevnik/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Вакантные места для приема (перевода);/blz/blz_ds_koj/DocLib10/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Вакантные места для приема (перевода);/blz/blz_ds_koj/DocLib10/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";Upload.aspx;Коллекция главных страниц;/blz/blz_ds_koj/_catalogs/masterpage/Forms/Upload.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Коллекция главных страниц;/blz/blz_ds_koj/_catalogs/masterpage/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Коллекция главных страниц;/blz/blz_ds_koj/_catalogs/masterpage/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Предписания и отчеты;/blz/blz_ds_koj/DocLib12/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Предписания и отчеты;/blz/blz_ds_koj/DocLib12/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Отчеты о ФХД;/blz/blz_ds_koj/DocLib11/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Отчеты о ФХД;/blz/blz_ds_koj/DocLib11/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;педагогический коллектив;/blz/blz_ds_koj/DocLib5/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;педагогический коллектив;/blz/blz_ds_koj/DocLib5/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Структура и органы управления образовательной организацией;/blz/blz_ds_koj/DocLib7/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Структура и органы управления образовательной организацией;/blz/blz_ds_koj/DocLib7/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;образовательные программы учебных дисциплин;/blz/blz_ds_koj/DocLib16/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;образовательные программы учебных дисциплин;/blz/blz_ds_koj/DocLib16/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";NewForm.aspx;;/blz/blz_ds_koj/url4/NewForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;;/blz/blz_ds_koj/url4/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;;/blz/blz_ds_koj/url4/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;МТО образовательной деятельности;/blz/blz_ds_koj/DocLib3/Forms/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;МТО образовательной деятельности;/blz/blz_ds_koj/DocLib3/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";NewForm.aspx;;/blz/blz_ds_koj/url2/NewForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;;/blz/blz_ds_koj/url2/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;;/blz/blz_ds_koj/url2/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;Публичные доклады;/blz/blz_ds_koj/publ_doc/Forms/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;Публичные доклады;/blz/blz_ds_koj/publ_doc/Forms/DispForm.aspx;0,012921636
